"region","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"1489 Alingsås","2009",17573
"1489 Alingsås","2010",17928
"1489 Alingsås","2011",18392
"1489 Alingsås","2012",18642
"1489 Alingsås","2013",18739
"1489 Alingsås","2014",19013
"1489 Alingsås","2015",19372
"1489 Alingsås","2016",19797
"1489 Alingsås","2017",19930
"1490 Borås","2008",48431
"1490 Borås","2009",46652
"1490 Borås","2010",48474
"1490 Borås","2011",49978
"1490 Borås","2012",50387
"1490 Borås","2013",50656
"1490 Borås","2014",51142
"1490 Borås","2015",51886
"1490 Borås","2016",53418
"1490 Borås","2017",54504
"1491 Ulricehamn","2008",11011
"1491 Ulricehamn","2009",10534
"1491 Ulricehamn","2010",10799
"1491 Ulricehamn","2011",11246
"1491 Ulricehamn","2012",11330
"1491 Ulricehamn","2013",11437
"1491 Ulricehamn","2014",11354
"1491 Ulricehamn","2015",11604
"1491 Ulricehamn","2016",11824
"1491 Ulricehamn","2017",12115
"1492 Åmål","2008",5440
"1492 Åmål","2009",5081
"1492 Åmål","2010",5095
"1492 Åmål","2011",5269
"1492 Åmål","2012",5279
"1492 Åmål","2013",5291
"1492 Åmål","2014",5199
"1492 Åmål","2015",5297
"1492 Åmål","2016",5403
"1492 Åmål","2017",5480
"1493 Mariestad","2008",10978
"1493 Mariestad","2009",10354
"1493 Mariestad","2010",10646
"1493 Mariestad","2011",10922
"1493 Mariestad","2012",10777
"1493 Mariestad","2013",10812
"1493 Mariestad","2014",10772
"1493 Mariestad","2015",10973
"1493 Mariestad","2016",11213
"1493 Mariestad","2017",11349
"1494 Lidköping","2008",18812
"1494 Lidköping","2009",18167
"1494 Lidköping","2010",18382
"1494 Lidköping","2011",18800
"1494 Lidköping","2012",18846
"1494 Lidköping","2013",18701
"1494 Lidköping","2014",18773
"1494 Lidköping","2015",19013
"1494 Lidköping","2016",19331
"1494 Lidköping","2017",19672
"1495 Skara","2008",8951
"1495 Skara","2009",8503
"1495 Skara","2010",8571
"1495 Skara","2011",8642
"1495 Skara","2012",8698
"1495 Skara","2013",8637
"1495 Skara","2014",8700
"1495 Skara","2015",8704
"1495 Skara","2016",8975
"1495 Skara","2017",9075
"1496 Skövde","2008",25113
"1496 Skövde","2009",23993
"1496 Skövde","2010",24653
"1496 Skövde","2011",25637
"1496 Skövde","2012",26074
"1496 Skövde","2013",26287
"1496 Skövde","2014",26349
"1496 Skövde","2015",26536
"1496 Skövde","2016",27345
"1496 Skövde","2017",27960
"1497 Hjo","2008",4253
"1497 Hjo","2009",4082
"1497 Hjo","2010",4132
"1497 Hjo","2011",4158
"1497 Hjo","2012",4225
"1497 Hjo","2013",4187
"1497 Hjo","2014",4160
"1497 Hjo","2015",4228
"1497 Hjo","2016",4294
"1497 Hjo","2017",4355
"1498 Tidaholm","2008",6012
"1498 Tidaholm","2009",5697
"1498 Tidaholm","2010",5771
"1498 Tidaholm","2011",6038
"1498 Tidaholm","2012",6063
"1498 Tidaholm","2013",6063
"1498 Tidaholm","2014",6009
"1498 Tidaholm","2015",6009
"1498 Tidaholm","2016",6106
"1498 Tidaholm","2017",6160
"1499 Falköping","2008",14998
"1499 Falköping","2009",14338
"1499 Falköping","2010",14493
"1499 Falköping","2011",14975
"1499 Falköping","2012",15060
"1499 Falköping","2013",15037
"1499 Falköping","2014",14935
"1499 Falköping","2015",15006
"1499 Falköping","2016",15308
"1499 Falköping","2017",15573
"1715 Kil","2008",5402
"1715 Kil","2009",5176
"1715 Kil","2010",5298
"1715 Kil","2011",5498
"1715 Kil","2012",5511
"1715 Kil","2013",5459
"1715 Kil","2014",5457
"1715 Kil","2015",5422
"1715 Kil","2016",5494
"1715 Kil","2017",5632
"1730 Eda","2008",3406
"1730 Eda","2009",3190
"1730 Eda","2010",3227
"1730 Eda","2011",3376
"1730 Eda","2012",3354
"1730 Eda","2013",3354
"1730 Eda","2014",3373
"1730 Eda","2015",3414
"1730 Eda","2016",3420
"1730 Eda","2017",3523
"1737 Torsby","2008",5405
"1737 Torsby","2009",5138
"1737 Torsby","2010",5267
"1737 Torsby","2011",5556
"1737 Torsby","2012",5549
"1737 Torsby","2013",5496
"1737 Torsby","2014",5434
"1737 Torsby","2015",5442
"1737 Torsby","2016",5514
"1737 Torsby","2017",5602
"1760 Storfors","2008",1934
"1760 Storfors","2009",1776
"1760 Storfors","2010",1769
"1760 Storfors","2011",1814
"1760 Storfors","2012",1799
"1760 Storfors","2013",1755
"1760 Storfors","2014",1701
"1760 Storfors","2015",1734
"1760 Storfors","2016",1751
"1760 Storfors","2017",1795
"1761 Hammarö","2008",7039
"1761 Hammarö","2009",6914
"1761 Hammarö","2010",7087
"1761 Hammarö","2011",7186
"1761 Hammarö","2012",7258
"1761 Hammarö","2013",7251
"1761 Hammarö","2014",7282
"1761 Hammarö","2015",7460
"1761 Hammarö","2016",7660
"1761 Hammarö","2017",7960
"1762 Munkfors","2008",1545
"1762 Munkfors","2009",1452
"1762 Munkfors","2010",1482
"1762 Munkfors","2011",1533
"1762 Munkfors","2012",1520
"1762 Munkfors","2013",1477
"1762 Munkfors","2014",1505
"1762 Munkfors","2015",1503
"1762 Munkfors","2016",1546
"1762 Munkfors","2017",1582
"1763 Forshaga","2008",4951
"1763 Forshaga","2009",4761
"1763 Forshaga","2010",4860
"1763 Forshaga","2011",4926
"1763 Forshaga","2012",4988
"1763 Forshaga","2013",4930
"1763 Forshaga","2014",4933
"1763 Forshaga","2015",5061
"1763 Forshaga","2016",5180
"1763 Forshaga","2017",5282
"1764 Grums","2008",4003
"1764 Grums","2009",3828
"1764 Grums","2010",3850
"1764 Grums","2011",3951
"1764 Grums","2012",3945
"1764 Grums","2013",3915
"1764 Grums","2014",3907
"1764 Grums","2015",3944
"1764 Grums","2016",3951
"1764 Grums","2017",4019
"1765 Årjäng","2008",4178
"1765 Årjäng","2009",3936
"1765 Årjäng","2010",3952
"1765 Årjäng","2011",4148
"1765 Årjäng","2012",4277
"1765 Årjäng","2013",4254
"1765 Årjäng","2014",4184
"1765 Årjäng","2015",4257
"1765 Årjäng","2016",4276
"1765 Årjäng","2017",4413
"1766 Sunne","2008",6094
"1766 Sunne","2009",5846
"1766 Sunne","2010",6066
"1766 Sunne","2011",6353
"1766 Sunne","2012",6446
"1766 Sunne","2013",6396
"1766 Sunne","2014",6375
"1766 Sunne","2015",6416
"1766 Sunne","2016",6598
"1766 Sunne","2017",6673
"1780 Karlstad","2008",40085
"1780 Karlstad","2009",38905
"1780 Karlstad","2010",40134
"1780 Karlstad","2011",41140
"1780 Karlstad","2012",41653
"1780 Karlstad","2013",42051
"1780 Karlstad","2014",42166
"1780 Karlstad","2015",43211
"1780 Karlstad","2016",44081
"1780 Karlstad","2017",44769
"1781 Kristinehamn","2008",10569
"1781 Kristinehamn","2009",10046
"1781 Kristinehamn","2010",10185
"1781 Kristinehamn","2011",10253
"1781 Kristinehamn","2012",10253
"1781 Kristinehamn","2013",10245
"1781 Kristinehamn","2014",10195
"1781 Kristinehamn","2015",10287
"1781 Kristinehamn","2016",10448
"1781 Kristinehamn","2017",10539
"1782 Filipstad","2008",4466
"1782 Filipstad","2009",4227
"1782 Filipstad","2010",4300
"1782 Filipstad","2011",4409
"1782 Filipstad","2012",4408
"1782 Filipstad","2013",4375
"1782 Filipstad","2014",4309
"1782 Filipstad","2015",4264
"1782 Filipstad","2016",4372
"1782 Filipstad","2017",4422
"1783 Hagfors","2008",5410
"1783 Hagfors","2009",4981
"1783 Hagfors","2010",5199
"1783 Hagfors","2011",5340
"1783 Hagfors","2012",5293
"1783 Hagfors","2013",5246
"1783 Hagfors","2014",5190
"1783 Hagfors","2015",5225
"1783 Hagfors","2016",5268
"1783 Hagfors","2017",5270
"1784 Arvika","2008",11787
"1784 Arvika","2009",11067
"1784 Arvika","2010",11368
"1784 Arvika","2011",11678
"1784 Arvika","2012",11710
"1784 Arvika","2013",11754
"1784 Arvika","2014",11691
"1784 Arvika","2015",11723
"1784 Arvika","2016",11825
"1784 Arvika","2017",11966
"1785 Säffle","2008",6868
"1785 Säffle","2009",6529
"1785 Säffle","2010",6528
"1785 Säffle","2011",6758
"1785 Säffle","2012",6779
"1785 Säffle","2013",6619
"1785 Säffle","2014",6495
"1785 Säffle","2015",6589
"1785 Säffle","2016",6667
"1785 Säffle","2017",6839
"1814 Lekeberg","2008",3509
"1814 Lekeberg","2009",3395
"1814 Lekeberg","2010",3454
"1814 Lekeberg","2011",3602
"1814 Lekeberg","2012",3656
"1814 Lekeberg","2013",3651
"1814 Lekeberg","2014",3669
"1814 Lekeberg","2015",3731
"1814 Lekeberg","2016",3801
"1814 Lekeberg","2017",3971
"1860 Laxå","2008",2696
"1860 Laxå","2009",2480
"1860 Laxå","2010",2563
"1860 Laxå","2011",2651
"1860 Laxå","2012",2548
"1860 Laxå","2013",2463
"1860 Laxå","2014",2407
"1860 Laxå","2015",2439
"1860 Laxå","2016",2476
"1860 Laxå","2017",2472
"1861 Hallsberg","2008",7124
"1861 Hallsberg","2009",6732
"1861 Hallsberg","2010",6852
"1861 Hallsberg","2011",7057
"1861 Hallsberg","2012",7055
"1861 Hallsberg","2013",7100
"1861 Hallsberg","2014",7081
"1861 Hallsberg","2015",7269
"1861 Hallsberg","2016",7315
"1861 Hallsberg","2017",7424
"1862 Degerfors","2008",4308
"1862 Degerfors","2009",4008
"1862 Degerfors","2010",4055
"1862 Degerfors","2011",4132
"1862 Degerfors","2012",4118
"1862 Degerfors","2013",4104
"1862 Degerfors","2014",4084
"1862 Degerfors","2015",4095
"1862 Degerfors","2016",4169
"1862 Degerfors","2017",4183
"1863 Hällefors","2008",3032
"1863 Hällefors","2009",2842
"1863 Hällefors","2010",2905
"1863 Hällefors","2011",2922
"1863 Hällefors","2012",2851
"1863 Hällefors","2013",2859
"1863 Hällefors","2014",2879
"1863 Hällefors","2015",2825
"1863 Hällefors","2016",2878
"1863 Hällefors","2017",2876
"1864 Ljusnarsberg","2008",2026
"1864 Ljusnarsberg","2009",1921
"1864 Ljusnarsberg","2010",1914
"1864 Ljusnarsberg","2011",2000
"1864 Ljusnarsberg","2012",1975
"1864 Ljusnarsberg","2013",1965
"1864 Ljusnarsberg","2014",1936
"1864 Ljusnarsberg","2015",1926
"1864 Ljusnarsberg","2016",1954
"1864 Ljusnarsberg","2017",1950
"1880 Örebro","2008",63030
"1880 Örebro","2009",61131
"1880 Örebro","2010",63195
"1880 Örebro","2011",64827
"1880 Örebro","2012",65886
"1880 Örebro","2013",66869
"1880 Örebro","2014",67578
"1880 Örebro","2015",69072
"1880 Örebro","2016",71097
"1880 Örebro","2017",73479
"1881 Kumla","2008",9570
"1881 Kumla","2009",9166
"1881 Kumla","2010",9497
"1881 Kumla","2011",9725
"1881 Kumla","2012",9909
"1881 Kumla","2013",9893
"1881 Kumla","2014",9956
"1881 Kumla","2015",10079
"1881 Kumla","2016",10291
"1881 Kumla","2017",10456
"1882 Askersund","2008",5317
"1882 Askersund","2009",5098
"1882 Askersund","2010",5138
"1882 Askersund","2011",5214
"1882 Askersund","2012",5184
"1882 Askersund","2013",5224
"1882 Askersund","2014",5225
"1882 Askersund","2015",5226
"1882 Askersund","2016",5299
"1882 Askersund","2017",5351
"1883 Karlskoga","2008",13565
"1883 Karlskoga","2009",12814
"1883 Karlskoga","2010",12919
"1883 Karlskoga","2011",13147
"1883 Karlskoga","2012",13267
"1883 Karlskoga","2013",13199
"1883 Karlskoga","2014",13236
"1883 Karlskoga","2015",13332
"1883 Karlskoga","2016",13545
"1883 Karlskoga","2017",13619
"1884 Nora","2008",4704
"1884 Nora","2009",4512
"1884 Nora","2010",4659
"1884 Nora","2011",4754
"1884 Nora","2012",4699
"1884 Nora","2013",4738
"1884 Nora","2014",4686
"1884 Nora","2015",4754
"1884 Nora","2016",4822
"1884 Nora","2017",4920
"1885 Lindesberg","2008",10853
"1885 Lindesberg","2009",10081
"1885 Lindesberg","2010",10314
"1885 Lindesberg","2011",10678
"1885 Lindesberg","2012",10665
"1885 Lindesberg","2013",10676
"1885 Lindesberg","2014",10567
"1885 Lindesberg","2015",10707
"1885 Lindesberg","2016",10865
"1885 Lindesberg","2017",10849
"1904 Skinnskatteberg","2008",2029
"1904 Skinnskatteberg","2009",1926
"1904 Skinnskatteberg","2010",1901
"1904 Skinnskatteberg","2011",1948
"1904 Skinnskatteberg","2012",1921
"1904 Skinnskatteberg","2013",1937
"1904 Skinnskatteberg","2014",1919
"1904 Skinnskatteberg","2015",1912
"1904 Skinnskatteberg","2016",1930
"1904 Skinnskatteberg","2017",1958
"1907 Surahammar","2008",4601
"1907 Surahammar","2009",4341
"1907 Surahammar","2010",4414
"1907 Surahammar","2011",4434
"1907 Surahammar","2012",4398
"1907 Surahammar","2013",4301
"1907 Surahammar","2014",4340
"1907 Surahammar","2015",4399
"1907 Surahammar","2016",4423
"1907 Surahammar","2017",4429
"1960 Kungsör","2008",3799
"1960 Kungsör","2009",3606
"1960 Kungsör","2010",3653
"1960 Kungsör","2011",3720
"1960 Kungsör","2012",3666
"1960 Kungsör","2013",3667
"1960 Kungsör","2014",3651
"1960 Kungsör","2015",3645
"1960 Kungsör","2016",3682
"1960 Kungsör","2017",3739
"1961 Hallstahammar","2008",6695
"1961 Hallstahammar","2009",6370
"1961 Hallstahammar","2010",6502
"1961 Hallstahammar","2011",6676
"1961 Hallstahammar","2012",6644
"1961 Hallstahammar","2013",6760
"1961 Hallstahammar","2014",6774
"1961 Hallstahammar","2015",6914
"1961 Hallstahammar","2016",7072
"1961 Hallstahammar","2017",7227
"1962 Norberg","2008",2627
"1962 Norberg","2009",2486
"1962 Norberg","2010",2524
"1962 Norberg","2011",2561
"1962 Norberg","2012",2547
"1962 Norberg","2013",2495
"1962 Norberg","2014",2476
"1962 Norberg","2015",2506
"1962 Norberg","2016",2562
"1962 Norberg","2017",2566
"1980 Västerås","2008",63174
"1980 Västerås","2009",61417
"1980 Västerås","2010",62995
"1980 Västerås","2011",64784
"1980 Västerås","2012",65924
"1980 Västerås","2013",66888
"1980 Västerås","2014",67358
"1980 Västerås","2015",68501
"1980 Västerås","2016",69968
"1980 Västerås","2017",71545
"1981 Sala","2008",10051
"1981 Sala","2009",9814
"1981 Sala","2010",9992
"1981 Sala","2011",10268
"1981 Sala","2012",10227
"1981 Sala","2013",10329
"1981 Sala","2014",10322
"1981 Sala","2015",10283
"1981 Sala","2016",10497
"1981 Sala","2017",10600
"1982 Fagersta","2008",5602
"1982 Fagersta","2009",5216
"1982 Fagersta","2010",5450
"1982 Fagersta","2011",5500
"1982 Fagersta","2012",5512
"1982 Fagersta","2013",5576
"1982 Fagersta","2014",5570
"1982 Fagersta","2015",5666
"1982 Fagersta","2016",5777
"1982 Fagersta","2017",5842
"1983 Köping","2008",11514
"1983 Köping","2009",10556
"1983 Köping","2010",10813
"1983 Köping","2011",11125
"1983 Köping","2012",11155
"1983 Köping","2013",11330
"1983 Köping","2014",11409
"1983 Köping","2015",11444
"1983 Köping","2016",11686
"1983 Köping","2017",11797
"1984 Arboga","2008",6018
"1984 Arboga","2009",5586
"1984 Arboga","2010",5722
"1984 Arboga","2011",5860
"1984 Arboga","2012",5921
"1984 Arboga","2013",5966
"1984 Arboga","2014",6049
"1984 Arboga","2015",6086
"1984 Arboga","2016",6221
"1984 Arboga","2017",6349
"2021 Vansbro","2008",3066
"2021 Vansbro","2009",2950
"2021 Vansbro","2010",2974
"2021 Vansbro","2011",3096
"2021 Vansbro","2012",3086
"2021 Vansbro","2013",3074
"2021 Vansbro","2014",3070
"2021 Vansbro","2015",3098
"2021 Vansbro","2016",3141
"2021 Vansbro","2017",3187
"2023 Malung-Sälen","2008",4891
"2023 Malung-Sälen","2009",4753
"2023 Malung-Sälen","2010",4843
"2023 Malung-Sälen","2011",4948
"2023 Malung-Sälen","2012",4939
"2023 Malung-Sälen","2013",4935
"2023 Malung-Sälen","2014",4852
"2023 Malung-Sälen","2015",4936
"2023 Malung-Sälen","2016",4938
"2023 Malung-Sälen","2017",5028
"2026 Gagnef","2008",4769
"2026 Gagnef","2009",4623
"2026 Gagnef","2010",4723
"2026 Gagnef","2011",4893
"2026 Gagnef","2012",4894
"2026 Gagnef","2013",4839
"2026 Gagnef","2014",4828
"2026 Gagnef","2015",4823
"2026 Gagnef","2016",4898
"2026 Gagnef","2017",4966
"2029 Leksand","2008",7142
"2029 Leksand","2009",6987
"2029 Leksand","2010",7063
"2029 Leksand","2011",7123
"2029 Leksand","2012",7303
"2029 Leksand","2013",7296
"2029 Leksand","2014",7348
"2029 Leksand","2015",7404
"2029 Leksand","2016",7478
"2029 Leksand","2017",7581
"2031 Rättvik","2008",4859
"2031 Rättvik","2009",4692
"2031 Rättvik","2010",4766
"2031 Rättvik","2011",4855
"2031 Rättvik","2012",4991
"2031 Rättvik","2013",4959
"2031 Rättvik","2014",4983
"2031 Rättvik","2015",5022
"2031 Rättvik","2016",5040
"2031 Rättvik","2017",5089
"2034 Orsa","2008",3058
"2034 Orsa","2009",2930
"2034 Orsa","2010",2931
"2034 Orsa","2011",2969
"2034 Orsa","2012",3047
"2034 Orsa","2013",3077
"2034 Orsa","2014",3065
"2034 Orsa","2015",3073
"2034 Orsa","2016",3132
"2034 Orsa","2017",3218
"2039 Älvdalen","2008",3312
"2039 Älvdalen","2009",3228
"2039 Älvdalen","2010",3263
"2039 Älvdalen","2011",3294
"2039 Älvdalen","2012",3297
"2039 Älvdalen","2013",3299
"2039 Älvdalen","2014",3269
"2039 Älvdalen","2015",3231
"2039 Älvdalen","2016",3318
"2039 Älvdalen","2017",3353
"2061 Smedjebacken","2008",5039
"2061 Smedjebacken","2009",4795
"2061 Smedjebacken","2010",4833
"2061 Smedjebacken","2011",4955
"2061 Smedjebacken","2012",5013
"2061 Smedjebacken","2013",5038
"2061 Smedjebacken","2014",4990
"2061 Smedjebacken","2015",5002
"2061 Smedjebacken","2016",5015
"2061 Smedjebacken","2017",5070
"2062 Mora","2008",9676
"2062 Mora","2009",9336
"2062 Mora","2010",9447
"2062 Mora","2011",9594
"2062 Mora","2012",9758
"2062 Mora","2013",9829
"2062 Mora","2014",9791
"2062 Mora","2015",9753
"2062 Mora","2016",9819
"2062 Mora","2017",9966
"2080 Falun","2008",26924
"2080 Falun","2009",26150
"2080 Falun","2010",26580
"2080 Falun","2011",27278
"2080 Falun","2012",27498
"2080 Falun","2013",27746
"2080 Falun","2014",27652
"2080 Falun","2015",27905
"2080 Falun","2016",28324
"2080 Falun","2017",28677
"2081 Borlänge","2008",22371
"2081 Borlänge","2009",21430
"2081 Borlänge","2010",21970
"2081 Borlänge","2011",22392
"2081 Borlänge","2012",22595
"2081 Borlänge","2013",22761
"2081 Borlänge","2014",22997
"2081 Borlänge","2015",23214
"2081 Borlänge","2016",23586
"2081 Borlänge","2017",23977
"2082 Säter","2008",5336
"2082 Säter","2009",5170
"2082 Säter","2010",5277
"2082 Säter","2011",5386
"2082 Säter","2012",5373
"2082 Säter","2013",5338
"2082 Säter","2014",5366
"2082 Säter","2015",5478
"2082 Säter","2016",5502
"2082 Säter","2017",5521
"2083 Hedemora","2008",7073
"2083 Hedemora","2009",6761
"2083 Hedemora","2010",6892
"2083 Hedemora","2011",7079
"2083 Hedemora","2012",6947
"2083 Hedemora","2013",6879
"2083 Hedemora","2014",6912
"2083 Hedemora","2015",6992
"2083 Hedemora","2016",7035
"2083 Hedemora","2017",7077
"2084 Avesta","2008",10180
"2084 Avesta","2009",9782
"2084 Avesta","2010",9867
"2084 Avesta","2011",10051
"2084 Avesta","2012",10001
"2084 Avesta","2013",9845
"2084 Avesta","2014",9941
"2084 Avesta","2015",9999
"2084 Avesta","2016",10251
"2084 Avesta","2017",10357
"2085 Ludvika","2008",11426
"2085 Ludvika","2009",11218
"2085 Ludvika","2010",11363
"2085 Ludvika","2011",11596
"2085 Ludvika","2012",11656
"2085 Ludvika","2013",11652
"2085 Ludvika","2014",11689
"2085 Ludvika","2015",11658
"2085 Ludvika","2016",11859
"2085 Ludvika","2017",11952
"2101 Ockelbo","2008",2837
"2101 Ockelbo","2009",2742
"2101 Ockelbo","2010",2759
"2101 Ockelbo","2011",2838
"2101 Ockelbo","2012",2780
"2101 Ockelbo","2013",2750
"2101 Ockelbo","2014",2732
"2101 Ockelbo","2015",2720
"2101 Ockelbo","2016",2721
"2101 Ockelbo","2017",2725
"2104 Hofors","2008",4475
"2104 Hofors","2009",4172
"2104 Hofors","2010",4265
"2104 Hofors","2011",4355
"2104 Hofors","2012",4334
"2104 Hofors","2013",4288
"2104 Hofors","2014",4275
"2104 Hofors","2015",4217
"2104 Hofors","2016",4290
"2104 Hofors","2017",4336
"2121 Ovanåker","2008",5525
"2121 Ovanåker","2009",5191
"2121 Ovanåker","2010",5268
"2121 Ovanåker","2011",5451
"2121 Ovanåker","2012",5364
"2121 Ovanåker","2013",5311
"2121 Ovanåker","2014",5324
"2121 Ovanåker","2015",5291
"2121 Ovanåker","2016",5423
"2121 Ovanåker","2017",5561
"2132 Nordanstig","2008",4373
"2132 Nordanstig","2009",4208
"2132 Nordanstig","2010",4268
"2132 Nordanstig","2011",4453
"2132 Nordanstig","2012",4461
"2132 Nordanstig","2013",4430
"2132 Nordanstig","2014",4473
"2132 Nordanstig","2015",4509
"2132 Nordanstig","2016",4520
"2132 Nordanstig","2017",4522
"2161 Ljusdal","2008",8618
"2161 Ljusdal","2009",8328
"2161 Ljusdal","2010",8495
"2161 Ljusdal","2011",8735
"2161 Ljusdal","2012",8775
"2161 Ljusdal","2013",8805
"2161 Ljusdal","2014",8815
"2161 Ljusdal","2015",8783
"2161 Ljusdal","2016",8832
"2161 Ljusdal","2017",8849
"2180 Gävle","2008",44377
"2180 Gävle","2009",42916
"2180 Gävle","2010",43724
"2180 Gävle","2011",44358
"2180 Gävle","2012",44649
"2180 Gävle","2013",45234
"2180 Gävle","2014",45393
"2180 Gävle","2015",46289
"2180 Gävle","2016",47261
"2180 Gävle","2017",47950
"2181 Sandviken","2008",17171
"2181 Sandviken","2009",16076
"2181 Sandviken","2010",16386
"2181 Sandviken","2011",16716
"2181 Sandviken","2012",16710
"2181 Sandviken","2013",16661
"2181 Sandviken","2014",16790
"2181 Sandviken","2015",16742
"2181 Sandviken","2016",16999
"2181 Sandviken","2017",17254
"2182 Söderhamn","2008",11010
"2182 Söderhamn","2009",10553
"2182 Söderhamn","2010",10904
"2182 Söderhamn","2011",11080
"2182 Söderhamn","2012",11139
"2182 Söderhamn","2013",11204
"2182 Söderhamn","2014",10976
"2182 Söderhamn","2015",11066
"2182 Söderhamn","2016",11291
"2182 Söderhamn","2017",11391
"2183 Bollnäs","2008",11872
"2183 Bollnäs","2009",11363
"2183 Bollnäs","2010",11543
"2183 Bollnäs","2011",11880
"2183 Bollnäs","2012",11842
"2183 Bollnäs","2013",11837
"2183 Bollnäs","2014",11797
"2183 Bollnäs","2015",11811
"2183 Bollnäs","2016",12016
"2183 Bollnäs","2017",12211
"2184 Hudiksvall","2008",17011
"2184 Hudiksvall","2009",16364
"2184 Hudiksvall","2010",16902
"2184 Hudiksvall","2011",17321
"2184 Hudiksvall","2012",17346
"2184 Hudiksvall","2013",17202
"2184 Hudiksvall","2014",17155
"2184 Hudiksvall","2015",17329
"2184 Hudiksvall","2016",17437
"2184 Hudiksvall","2017",17789
"2260 Ånge","2008",4593
"2260 Ånge","2009",4440
"2260 Ånge","2010",4430
"2260 Ånge","2011",4572
"2260 Ånge","2012",4500
"2260 Ånge","2013",4450
"2260 Ånge","2014",4443
"2260 Ånge","2015",4420
"2260 Ånge","2016",4459
"2260 Ånge","2017",4500
"2262 Timrå","2008",8402
"2262 Timrå","2009",7996
"2262 Timrå","2010",8112
"2262 Timrå","2011",8194
"2262 Timrå","2012",8287
"2262 Timrå","2013",8351
"2262 Timrå","2014",8267
"2262 Timrå","2015",8341
"2262 Timrå","2016",8514
"2262 Timrå","2017",8620
"2280 Härnösand","2008",11088
"2280 Härnösand","2009",10714
"2280 Härnösand","2010",10888
"2280 Härnösand","2011",11004
"2280 Härnösand","2012",10880
"2280 Härnösand","2013",10981
"2280 Härnösand","2014",10938
"2280 Härnösand","2015",10933
"2280 Härnösand","2016",11020
"2280 Härnösand","2017",11116
"2281 Sundsvall","2008",46167
"2281 Sundsvall","2009",44693
"2281 Sundsvall","2010",45011
"2281 Sundsvall","2011",45867
"2281 Sundsvall","2012",46347
"2281 Sundsvall","2013",46702
"2281 Sundsvall","2014",47054
"2281 Sundsvall","2015",47403
"2281 Sundsvall","2016",48132
"2281 Sundsvall","2017",48737
"2282 Kramfors","2008",8506
"2282 Kramfors","2009",8052
"2282 Kramfors","2010",8111
"2282 Kramfors","2011",8238
"2282 Kramfors","2012",8220
"2282 Kramfors","2013",8235
"2282 Kramfors","2014",8170
"2282 Kramfors","2015",8128
"2282 Kramfors","2016",8189
"2282 Kramfors","2017",8255
"2283 Sollefteå","2008",9078
"2283 Sollefteå","2009",8732
"2283 Sollefteå","2010",8637
"2283 Sollefteå","2011",8791
"2283 Sollefteå","2012",8862
"2283 Sollefteå","2013",8888
"2283 Sollefteå","2014",8873
"2283 Sollefteå","2015",8839
"2283 Sollefteå","2016",8870
"2283 Sollefteå","2017",8809
"2284 Örnsköldsvik","2008",26369
"2284 Örnsköldsvik","2009",25236
"2284 Örnsköldsvik","2010",25402
"2284 Örnsköldsvik","2011",25932
"2284 Örnsköldsvik","2012",26373
"2284 Örnsköldsvik","2013",26585
"2284 Örnsköldsvik","2014",26764
"2284 Örnsköldsvik","2015",26999
"2284 Örnsköldsvik","2016",26844
"2284 Örnsköldsvik","2017",26946
"2303 Ragunda","2008",2484
"2303 Ragunda","2009",2342
"2303 Ragunda","2010",2364
"2303 Ragunda","2011",2419
"2303 Ragunda","2012",2428
"2303 Ragunda","2013",2475
"2303 Ragunda","2014",2476
"2303 Ragunda","2015",2435
"2303 Ragunda","2016",2460
"2303 Ragunda","2017",2465
"2305 Bräcke","2008",3048
"2305 Bräcke","2009",2876
"2305 Bräcke","2010",2906
"2305 Bräcke","2011",3027
"2305 Bräcke","2012",2969
"2305 Bräcke","2013",3013
"2305 Bräcke","2014",2952
"2305 Bräcke","2015",2926
"2305 Bräcke","2016",2948
"2305 Bräcke","2017",2980
"2309 Krokom","2008",6871
"2309 Krokom","2009",6772
"2309 Krokom","2010",6844
"2309 Krokom","2011",7234
"2309 Krokom","2012",7242
"2309 Krokom","2013",7281
"2309 Krokom","2014",7241
"2309 Krokom","2015",7344
"2309 Krokom","2016",7396
"2309 Krokom","2017",7495
"2313 Strömsund","2008",5510
"2313 Strömsund","2009",5204
"2313 Strömsund","2010",5295
"2313 Strömsund","2011",5611
"2313 Strömsund","2012",5625
"2313 Strömsund","2013",5579
"2313 Strömsund","2014",5522
"2313 Strömsund","2015",5464
"2313 Strömsund","2016",5506
"2313 Strömsund","2017",5523
"2321 Åre","2008",5279
"2321 Åre","2009",5121
"2321 Åre","2010",5235
"2321 Åre","2011",5372
"2321 Åre","2012",5491
"2321 Åre","2013",5460
"2321 Åre","2014",5530
"2321 Åre","2015",5632
"2321 Åre","2016",5936
"2321 Åre","2017",6120
"2326 Berg","2008",3456
"2326 Berg","2009",3295
"2326 Berg","2010",3257
"2326 Berg","2011",3520
"2326 Berg","2012",3495
"2326 Berg","2013",3493
"2326 Berg","2014",3442
"2326 Berg","2015",3419
"2326 Berg","2016",3419
"2326 Berg","2017",3464
"2361 Härjedalen","2008",4958
"2361 Härjedalen","2009",4804
"2361 Härjedalen","2010",4865
"2361 Härjedalen","2011",5023
"2361 Härjedalen","2012",4953
"2361 Härjedalen","2013",4946
"2361 Härjedalen","2014",4973
"2361 Härjedalen","2015",5063
"2361 Härjedalen","2016",5063
